
# Try to use the same names for the same things, maintaining capitalization. For example, writing Table and Table for the same thing makes your code harder to understand and may be considered two different things by others.

Type;Name;Schema;ParentName;ParentType;DataType;IsNullable          
column;2004;Sales;vSalesPersonSalesByFiscalYears;Table;money;1
column;FullName;Sales;vSalesPersonSalesByFiscalYears;Table;nvarchar;1
column;JobTitle;Sales;vSalesPersonSalesByFiscalYears;Table;nvarchar;0
column;SalesPersonID;Sales;vSalesPersonSalesByFiscalYears;Table;int;1
column;SalesTerritory;Sales;vSalesPersonSalesByFiscalYears;Table;Name: nvarchar;0
column;CountryRegionCode;Person;vStateProvinceCountryRegion;Table;nvarchar;0
column;CountryRegionName;Person;vStateProvinceCountryRegion;Table;Name: nvarchar;0
column;IsOnlyStateProvinceFlag;Person;vStateProvinceCountryRegion;Table;Flag: bit;0
column;StateProvinceCode;Person;vStateProvinceCountryRegion;Table;nchar;0
column;StateProvinceID;Person;vStateProvinceCountryRegion;Table;int;0
column;StateProvinceName;Person;vStateProvinceCountryRegion;Table;Name: nvarchar;0
column;TerritoryID;Person;vStateProvinceCountryRegion;Table;int;0
column;AnnualRevenue;Sales;vStoreWithDemographics;Table;money;1
column;AnnualSales;Sales;vStoreWithDemographics;Table;money;1
column;BankName;Sales;vStoreWithDemographics;Table;nvarchar;1
column;Brands;Sales;vStoreWithDemographics;Table;nvarchar;1
column;BusinessEntityID;Sales;vStoreWithDemographics;Table;int;0
column;BusinessType;Sales;vStoreWithDemographics;Table;nvarchar;1
column;Internet;Sales;vStoreWithDemographics;Table;nvarchar;1
column;Name;Sales;vStoreWithDemographics;Table;Name: nvarchar;0
column;NumberEmployees;Sales;vStoreWithDemographics;Table;int;1
column;Specialty;Sales;vStoreWithDemographics;Table;nvarchar;1
column;SquareFeet;Sales;vStoreWithDemographics;Table;int;1
column;YearOpened;Sales;vStoreWithDemographics;Table;int;1
column;BusinessEntityID;Sales;vStoreWithContacts;Table;int;0
column;ContactType;Sales;vStoreWithContacts;Table;Name: nvarchar;0
column;EmailAddress;Sales;vStoreWithContacts;Table;nvarchar;1
column;EmailPromotion;Sales;vStoreWithContacts;Table;int;0
column;FirstName;Sales;vStoreWithContacts;Table;Name: nvarchar;0
column;LastName;Sales;vStoreWithContacts;Table;Name: nvarchar;0
column;MiddleName;Sales;vStoreWithContacts;Table;Name: nvarchar;1
column;Name;Sales;vStoreWithContacts;Table;Name: nvarchar;0
column;PhoneNumber;Sales;vStoreWithContacts;Table;Phone: nvarchar;1
column;PhoneNumberType;Sales;vStoreWithContacts;Table;Name: nvarchar;1
column;Suffix;Sales;vStoreWithContacts;Table;nvarchar;1
column;Title;Sales;vStoreWithContacts;Table;nvarchar;1
column;ModifiedDate;Production;ScrapReason;Table;datetime;0
column;Name;Production;ScrapReason;Table;Name: nvarchar;0
column;ScrapReasonID;Production;ScrapReason;Table;smallint;0
column;AddressLine1;Sales;vStoreWithAddresses;Table;nvarchar;0
column;AddressLine2;Sales;vStoreWithAddresses;Table;nvarchar;1
column;AddressType;Sales;vStoreWithAddresses;Table;Name: nvarchar;0
column;BusinessEntityID;Sales;vStoreWithAddresses;Table;int;0
column;City;Sales;vStoreWithAddresses;Table;nvarchar;0
column;CountryRegionName;Sales;vStoreWithAddresses;Table;Name: nvarchar;0
column;Name;Sales;vStoreWithAddresses;Table;Name: nvarchar;0
column;PostalCode;Sales;vStoreWithAddresses;Table;nvarchar;0
column;StateProvinceName;Sales;vStoreWithAddresses;Table;Name: nvarchar;0
column;BusinessEntityID;Purchasing;vVendorWithContacts;Table;int;0
column;ContactType;Purchasing;vVendorWithContacts;Table;Name: nvarchar;0
column;EmailAddress;Purchasing;vVendorWithContacts;Table;nvarchar;1
column;EmailPromotion;Purchasing;vVendorWithContacts;Table;int;0
column;FirstName;Purchasing;vVendorWithContacts;Table;Name: nvarchar;0
column;LastName;Purchasing;vVendorWithContacts;Table;Name: nvarchar;0
column;MiddleName;Purchasing;vVendorWithContacts;Table;Name: nvarchar;1
column;Name;Purchasing;vVendorWithContacts;Table;Name: nvarchar;0
column;PhoneNumber;Purchasing;vVendorWithContacts;Table;Phone: nvarchar;1
column;PhoneNumberType;Purchasing;vVendorWithContacts;Table;Name: nvarchar;1
column;Suffix;Purchasing;vVendorWithContacts;Table;nvarchar;1
column;Title;Purchasing;vVendorWithContacts;Table;nvarchar;1
column;EndTime;HumanResources;Shift;Table;time;0
column;ModifiedDate;HumanResources;Shift;Table;datetime;0
column;Name;HumanResources;Shift;Table;Name: nvarchar;0
column;ShiftID;HumanResources;Shift;Table;tinyint;0
column;StartTime;HumanResources;Shift;Table;time;0
column;AddressLine1;Purchasing;vVendorWithAddresses;Table;nvarchar;0
column;AddressLine2;Purchasing;vVendorWithAddresses;Table;nvarchar;1
column;AddressType;Purchasing;vVendorWithAddresses;Table;Name: nvarchar;0
column;BusinessEntityID;Purchasing;vVendorWithAddresses;Table;int;0
column;City;Purchasing;vVendorWithAddresses;Table;nvarchar;0
column;CountryRegionName;Purchasing;vVendorWithAddresses;Table;Name: nvarchar;0
column;Name;Purchasing;vVendorWithAddresses;Table;Name: nvarchar;0
column;PostalCode;Purchasing;vVendorWithAddresses;Table;nvarchar;0
column;StateProvinceName;Purchasing;vVendorWithAddresses;Table;Name: nvarchar;0
column;ModifiedDate;Production;ProductCategory;Table;datetime;0
column;Name;Production;ProductCategory;Table;Name: nvarchar;0
column;ProductCategoryID;Production;ProductCategory;Table;int;0
column;rowguid;Production;ProductCategory;Table;uniqueidentifier;0
column;ModifiedDate;Purchasing;ShipMethod;Table;datetime;0
column;Name;Purchasing;ShipMethod;Table;Name: nvarchar;0
column;rowguid;Purchasing;ShipMethod;Table;uniqueidentifier;0
column;ShipBase;Purchasing;ShipMethod;Table;money;0
column;ShipMethodID;Purchasing;ShipMethod;Table;int;0
column;ShipRate;Purchasing;ShipMethod;Table;money;0
column;EndDate;Production;ProductCostHistory;Table;datetime;1
column;ModifiedDate;Production;ProductCostHistory;Table;datetime;0
column;ProductID;Production;ProductCostHistory;Table;int;0
column;StandardCost;Production;ProductCostHistory;Table;money;0
column;StartDate;Production;ProductCostHistory;Table;datetime;0
column;ModifiedDate;Sales;SalesReason;Table;datetime;0
column;Name;Sales;SalesReason;Table;Name: nvarchar;0
column;ReasonType;Sales;SalesReason;Table;Name: nvarchar;0
column;SalesReasonID;Sales;SalesReason;Table;int;0
column;BusinessEntityID;Person;Password;Table;int;0
column;ModifiedDate;Person;Password;Table;datetime;0
column;PasswordHash;Person;Password;Table;varchar;0
column;PasswordSalt;Person;Password;Table;varchar;0
column;rowguid;Person;Password;Table;uniqueidentifier;0
column;ModifiedDate;Sales;SalesOrderHeaderSalesReason;Table;datetime;0
column;SalesOrderID;Sales;SalesOrderHeaderSalesReason;Table;int;0
column;SalesReasonID;Sales;SalesOrderHeaderSalesReason;Table;int;0
column;BusinessEntityID;HumanResources;EmployeePayHistory;Table;int;0
column;ModifiedDate;HumanResources;EmployeePayHistory;Table;datetime;0
column;PayFrequency;HumanResources;EmployeePayHistory;Table;tinyint;0
column;Rate;HumanResources;EmployeePayHistory;Table;money;0
column;RateChangeDate;HumanResources;EmployeePayHistory;Table;datetime;0
column;Description;Production;ProductDescription;Table;nvarchar;0
column;ModifiedDate;Production;ProductDescription;Table;datetime;0
column;ProductDescriptionID;Production;ProductDescription;Table;int;0
column;rowguid;Production;ProductDescription;Table;uniqueidentifier;0
column;DateCreated;Sales;ShoppingCartItem;Table;datetime;0
column;ModifiedDate;Sales;ShoppingCartItem;Table;datetime;0
column;ProductID;Sales;ShoppingCartItem;Table;int;0
column;Quantity;Sales;ShoppingCartItem;Table;int;0
column;ShoppingCartID;Sales;ShoppingCartItem;Table;nvarchar;0
column;ShoppingCartItemID;Sales;ShoppingCartItem;Table;int;0
column;DocumentNode;Production;ProductDocument;Table;hierarchyid;0
column;ModifiedDate;Production;ProductDocument;Table;datetime;0
column;ProductID;Production;ProductDocument;Table;int;0
column;DatabaseLogID;dbo;DatabaseLog;Table;int;0
column;DatabaseUser;dbo;DatabaseLog;Table;nvarchar;0
column;Event;dbo;DatabaseLog;Table;nvarchar;0
column;Object;dbo;DatabaseLog;Table;nvarchar;1
column;PostTime;dbo;DatabaseLog;Table;datetime;0
column;Schema;dbo;DatabaseLog;Table;nvarchar;1
column;TSQL;dbo;DatabaseLog;Table;nvarchar;0
column;XmlEvent;dbo;DatabaseLog;Table;xml;0
column;Bin;Production;ProductInventory;Table;tinyint;0
column;LocationID;Production;ProductInventory;Table;smallint;0
column;ModifiedDate;Production;ProductInventory;Table;datetime;0
column;ProductID;Production;ProductInventory;Table;int;0
column;Quantity;Production;ProductInventory;Table;smallint;0
column;rowguid;Production;ProductInventory;Table;uniqueidentifier;0
column;Shelf;Production;ProductInventory;Table;nvarchar;0
column;Category;Sales;SpecialOffer;Table;nvarchar;0
column;Description;Sales;SpecialOffer;Table;nvarchar;0
column;DiscountPct;Sales;SpecialOffer;Table;smallmoney;0
column;EndDate;Sales;SpecialOffer;Table;datetime;0
column;MaxQty;Sales;SpecialOffer;Table;int;1
column;MinQty;Sales;SpecialOffer;Table;int;0
column;ModifiedDate;Sales;SpecialOffer;Table;datetime;0
column;rowguid;Sales;SpecialOffer;Table;uniqueidentifier;0
column;SpecialOfferID;Sales;SpecialOffer;Table;int;0
column;StartDate;Sales;SpecialOffer;Table;datetime;0
column;Type;Sales;SpecialOffer;Table;nvarchar;0
column;ErrorLine;dbo;ErrorLog;Table;int;1
column;ErrorLogID;dbo;ErrorLog;Table;int;0
column;ErrorMessage;dbo;ErrorLog;Table;nvarchar;0
column;ErrorNumber;dbo;ErrorLog;Table;int;0
column;ErrorProcedure;dbo;ErrorLog;Table;nvarchar;1
column;ErrorSeverity;dbo;ErrorLog;Table;int;1
column;ErrorState;dbo;ErrorLog;Table;int;1
column;ErrorTime;dbo;ErrorLog;Table;datetime;0
column;UserName;dbo;ErrorLog;Table;nvarchar;0
column;EndDate;Production;ProductListPriceHistory;Table;datetime;1
column;ListPrice;Production;ProductListPriceHistory;Table;money;0
column;ModifiedDate;Production;ProductListPriceHistory;Table;datetime;0
column;ProductID;Production;ProductListPriceHistory;Table;int;0
column;StartDate;Production;ProductListPriceHistory;Table;datetime;0
column;AddressID;Person;Address;Table;int;0
column;AddressLine1;Person;Address;Table;nvarchar;0
column;AddressLine2;Person;Address;Table;nvarchar;1
column;City;Person;Address;Table;nvarchar;0
column;ModifiedDate;Person;Address;Table;datetime;0
column;PostalCode;Person;Address;Table;nvarchar;0
column;rowguid;Person;Address;Table;uniqueidentifier;0
column;SpatialLocation;Person;Address;Table;geography;1
column;StateProvinceID;Person;Address;Table;int;0
column;ModifiedDate;Sales;SpecialOfferProduct;Table;datetime;0
column;ProductID;Sales;SpecialOfferProduct;Table;int;0
column;rowguid;Sales;SpecialOfferProduct;Table;uniqueidentifier;0
column;SpecialOfferID;Sales;SpecialOfferProduct;Table;int;0
column;CatalogDescription;Production;ProductModel;Table;xml;1
column;Instructions;Production;ProductModel;Table;xml;1
column;ModifiedDate;Production;ProductModel;Table;datetime;0
column;Name;Production;ProductModel;Table;Name: nvarchar;0
column;ProductModelID;Production;ProductModel;Table;int;0
column;rowguid;Production;ProductModel;Table;uniqueidentifier;0
column;AddressTypeID;Person;AddressType;Table;int;0
column;ModifiedDate;Person;AddressType;Table;datetime;0
column;Name;Person;AddressType;Table;Name: nvarchar;0
column;rowguid;Person;AddressType;Table;uniqueidentifier;0
column;CountryRegionCode;Person;StateProvince;Table;nvarchar;0
column;IsOnlyStateProvinceFlag;Person;StateProvince;Table;Flag: bit;0
column;ModifiedDate;Person;StateProvince;Table;datetime;0
column;Name;Person;StateProvince;Table;Name: nvarchar;0
column;rowguid;Person;StateProvince;Table;uniqueidentifier;0
column;StateProvinceCode;Person;StateProvince;Table;nchar;0
column;StateProvinceID;Person;StateProvince;Table;int;0
column;TerritoryID;Person;StateProvince;Table;int;0
column;IllustrationID;Production;ProductModelIllustration;Table;int;0
column;ModifiedDate;Production;ProductModelIllustration;Table;datetime;0
column;ProductModelID;Production;ProductModelIllustration;Table;int;0
column;Database Version;dbo;AWBuildVersion;Table;nvarchar;0
column;ModifiedDate;dbo;AWBuildVersion;Table;datetime;0
column;SystemInformationID;dbo;AWBuildVersion;Table;tinyint;0
column;VersionDate;dbo;AWBuildVersion;Table;datetime;0
column;CultureID;Production;ProductModelProductDescriptionCulture;Table;nchar;0
column;ModifiedDate;Production;ProductModelProductDescriptionCulture;Table;datetime;0
column;ProductDescriptionID;Production;ProductModelProductDescriptionCulture;Table;int;0
column;ProductModelID;Production;ProductModelProductDescriptionCulture;Table;int;0
column;BillOfMaterialsID;Production;BillOfMaterials;Table;int;0
column;BOMLevel;Production;BillOfMaterials;Table;smallint;0
column;ComponentID;Production;BillOfMaterials;Table;int;0
column;EndDate;Production;BillOfMaterials;Table;datetime;1
column;ModifiedDate;Production;BillOfMaterials;Table;datetime;0
column;PerAssemblyQty;Production;BillOfMaterials;Table;decimal;0
column;ProductAssemblyID;Production;BillOfMaterials;Table;int;1
column;StartDate;Production;BillOfMaterials;Table;datetime;0
column;UnitMeasureCode;Production;BillOfMaterials;Table;nchar;0
column;BusinessEntityID;Sales;Store;Table;int;0
column;Demographics;Sales;Store;Table;xml;1
column;ModifiedDate;Sales;Store;Table;datetime;0
column;Name;Sales;Store;Table;Name: nvarchar;0
column;rowguid;Sales;Store;Table;uniqueidentifier;0
column;SalesPersonID;Sales;Store;Table;int;1
column;LargePhoto;Production;ProductPhoto;Table;varbinary;1
column;LargePhotoFileName;Production;ProductPhoto;Table;nvarchar;1
column;ModifiedDate;Production;ProductPhoto;Table;datetime;0
column;ProductPhotoID;Production;ProductPhoto;Table;int;0
column;ThumbNailPhoto;Production;ProductPhoto;Table;varbinary;1
column;ThumbnailPhotoFileName;Production;ProductPhoto;Table;nvarchar;1
column;ModifiedDate;Production;ProductProductPhoto;Table;datetime;0
column;Primary;Production;ProductProductPhoto;Table;Flag: bit;0
column;ProductID;Production;ProductProductPhoto;Table;int;0
column;ProductPhotoID;Production;ProductProductPhoto;Table;int;0
column;ActualCost;Production;TransactionHistory;Table;money;0
column;ModifiedDate;Production;TransactionHistory;Table;datetime;0
column;ProductID;Production;TransactionHistory;Table;int;0
column;Quantity;Production;TransactionHistory;Table;int;0
column;ReferenceOrderID;Production;TransactionHistory;Table;int;0
column;ReferenceOrderLineID;Production;TransactionHistory;Table;int;0
column;TransactionDate;Production;TransactionHistory;Table;datetime;0
column;TransactionID;Production;TransactionHistory;Table;int;0
column;TransactionType;Production;TransactionHistory;Table;nchar;0
column;Comments;Production;ProductReview;Table;nvarchar;1
column;EmailAddress;Production;ProductReview;Table;nvarchar;0
column;ModifiedDate;Production;ProductReview;Table;datetime;0
column;ProductID;Production;ProductReview;Table;int;0
column;ProductReviewID;Production;ProductReview;Table;int;0
column;Rating;Production;ProductReview;Table;int;0
column;ReviewDate;Production;ProductReview;Table;datetime;0
column;ReviewerName;Production;ProductReview;Table;Name: nvarchar;0
column;BusinessEntityID;Person;BusinessEntity;Table;int;0
column;ModifiedDate;Person;BusinessEntity;Table;datetime;0
column;rowguid;Person;BusinessEntity;Table;uniqueidentifier;0
column;ActualCost;Production;TransactionHistoryArchive;Table;money;0
column;ModifiedDate;Production;TransactionHistoryArchive;Table;datetime;0
column;ProductID;Production;TransactionHistoryArchive;Table;int;0
column;Quantity;Production;TransactionHistoryArchive;Table;int;0
column;ReferenceOrderID;Production;TransactionHistoryArchive;Table;int;0
column;ReferenceOrderLineID;Production;TransactionHistoryArchive;Table;int;0
column;TransactionDate;Production;TransactionHistoryArchive;Table;datetime;0
column;TransactionID;Production;TransactionHistoryArchive;Table;int;0
column;TransactionType;Production;TransactionHistoryArchive;Table;nchar;0
column;ModifiedDate;Production;ProductSubcategory;Table;datetime;0
column;Name;Production;ProductSubcategory;Table;Name: nvarchar;0
column;ProductCategoryID;Production;ProductSubcategory;Table;int;0
column;ProductSubcategoryID;Production;ProductSubcategory;Table;int;0
column;rowguid;Production;ProductSubcategory;Table;uniqueidentifier;0
column;AddressID;Person;BusinessEntityAddress;Table;int;0
column;AddressTypeID;Person;BusinessEntityAddress;Table;int;0
column;BusinessEntityID;Person;BusinessEntityAddress;Table;int;0
column;ModifiedDate;Person;BusinessEntityAddress;Table;datetime;0
column;rowguid;Person;BusinessEntityAddress;Table;uniqueidentifier;0
column;AverageLeadTime;Purchasing;ProductVendor;Table;int;0
column;BusinessEntityID;Purchasing;ProductVendor;Table;int;0
column;LastReceiptCost;Purchasing;ProductVendor;Table;money;1
column;LastReceiptDate;Purchasing;ProductVendor;Table;datetime;1
column;MaxOrderQty;Purchasing;ProductVendor;Table;int;0
column;MinOrderQty;Purchasing;ProductVendor;Table;int;0
column;ModifiedDate;Purchasing;ProductVendor;Table;datetime;0
column;OnOrderQty;Purchasing;ProductVendor;Table;int;1
column;ProductID;Purchasing;ProductVendor;Table;int;0
column;StandardPrice;Purchasing;ProductVendor;Table;money;0
column;UnitMeasureCode;Purchasing;ProductVendor;Table;nchar;0
column;BusinessEntityID;Person;BusinessEntityContact;Table;int;0
column;ContactTypeID;Person;BusinessEntityContact;Table;int;0
column;ModifiedDate;Person;BusinessEntityContact;Table;datetime;0
column;PersonID;Person;BusinessEntityContact;Table;int;0
column;rowguid;Person;BusinessEntityContact;Table;uniqueidentifier;0
column;ModifiedDate;Production;UnitMeasure;Table;datetime;0
column;Name;Production;UnitMeasure;Table;Name: nvarchar;0
column;UnitMeasureCode;Production;UnitMeasure;Table;nchar;0
column;AccountNumber;Purchasing;Vendor;Table;AccountNumber: nvarchar;0
column;ActiveFlag;Purchasing;Vendor;Table;Flag: bit;0
column;BusinessEntityID;Purchasing;Vendor;Table;int;0
column;CreditRating;Purchasing;Vendor;Table;tinyint;0
column;ModifiedDate;Purchasing;Vendor;Table;datetime;0
column;Name;Purchasing;Vendor;Table;Name: nvarchar;0
column;PreferredVendorStatus;Purchasing;Vendor;Table;Flag: bit;0
column;PurchasingWebServiceURL;Purchasing;Vendor;Table;nvarchar;1
column;ContactTypeID;Person;ContactType;Table;int;0
column;ModifiedDate;Person;ContactType;Table;datetime;0
column;Name;Person;ContactType;Table;Name: nvarchar;0
column;CountryRegionCode;Sales;CountryRegionCurrency;Table;nvarchar;0
column;CurrencyCode;Sales;CountryRegionCurrency;Table;nchar;0
column;ModifiedDate;Sales;CountryRegionCurrency;Table;datetime;0
column;CountryRegionCode;Person;CountryRegion;Table;nvarchar;0
column;ModifiedDate;Person;CountryRegion;Table;datetime;0
column;Name;Person;CountryRegion;Table;Name: nvarchar;0
column;DueDate;Production;WorkOrder;Table;datetime;0
column;EndDate;Production;WorkOrder;Table;datetime;1
column;ModifiedDate;Production;WorkOrder;Table;datetime;0
column;OrderQty;Production;WorkOrder;Table;int;0
column;ProductID;Production;WorkOrder;Table;int;0
column;ScrappedQty;Production;WorkOrder;Table;smallint;0
column;ScrapReasonID;Production;WorkOrder;Table;smallint;1
column;StartDate;Production;WorkOrder;Table;datetime;0
column;StockedQty;Production;WorkOrder;Table;int;0
column;WorkOrderID;Production;WorkOrder;Table;int;0
column;DueDate;Purchasing;PurchaseOrderDetail;Table;datetime;0
column;LineTotal;Purchasing;PurchaseOrderDetail;Table;money;0
column;ModifiedDate;Purchasing;PurchaseOrderDetail;Table;datetime;0
column;OrderQty;Purchasing;PurchaseOrderDetail;Table;smallint;0
column;ProductID;Purchasing;PurchaseOrderDetail;Table;int;0
column;PurchaseOrderDetailID;Purchasing;PurchaseOrderDetail;Table;int;0
column;PurchaseOrderID;Purchasing;PurchaseOrderDetail;Table;int;0
column;ReceivedQty;Purchasing;PurchaseOrderDetail;Table;decimal;0
column;RejectedQty;Purchasing;PurchaseOrderDetail;Table;decimal;0
column;StockedQty;Purchasing;PurchaseOrderDetail;Table;decimal;0
column;UnitPrice;Purchasing;PurchaseOrderDetail;Table;money;0
column;CardNumber;Sales;CreditCard;Table;nvarchar;0
column;CardType;Sales;CreditCard;Table;nvarchar;0
column;CreditCardID;Sales;CreditCard;Table;int;0
column;ExpMonth;Sales;CreditCard;Table;tinyint;0
column;ExpYear;Sales;CreditCard;Table;smallint;0
column;ModifiedDate;Sales;CreditCard;Table;datetime;0
column;CultureID;Production;Culture;Table;nchar;0
column;ModifiedDate;Production;Culture;Table;datetime;0
column;Name;Production;Culture;Table;Name: nvarchar;0
column;ActualCost;Production;WorkOrderRouting;Table;money;1
column;ActualEndDate;Production;WorkOrderRouting;Table;datetime;1
column;ActualResourceHrs;Production;WorkOrderRouting;Table;decimal;1
column;ActualStartDate;Production;WorkOrderRouting;Table;datetime;1
column;LocationID;Production;WorkOrderRouting;Table;smallint;0
column;ModifiedDate;Production;WorkOrderRouting;Table;datetime;0
column;OperationSequence;Production;WorkOrderRouting;Table;smallint;0
column;PlannedCost;Production;WorkOrderRouting;Table;money;0
column;ProductID;Production;WorkOrderRouting;Table;int;0
column;ScheduledEndDate;Production;WorkOrderRouting;Table;datetime;0
column;ScheduledStartDate;Production;WorkOrderRouting;Table;datetime;0
column;WorkOrderID;Production;WorkOrderRouting;Table;int;0
column;CurrencyCode;Sales;Currency;Table;nchar;0
column;ModifiedDate;Sales;Currency;Table;datetime;0
column;Name;Sales;Currency;Table;Name: nvarchar;0
column;EmployeeID;Purchasing;PurchaseOrderHeader;Table;int;0
column;Freight;Purchasing;PurchaseOrderHeader;Table;money;0
column;ModifiedDate;Purchasing;PurchaseOrderHeader;Table;datetime;0
column;OrderDate;Purchasing;PurchaseOrderHeader;Table;datetime;0
column;PurchaseOrderID;Purchasing;PurchaseOrderHeader;Table;int;0
column;RevisionNumber;Purchasing;PurchaseOrderHeader;Table;tinyint;0
column;ShipDate;Purchasing;PurchaseOrderHeader;Table;datetime;1
column;ShipMethodID;Purchasing;PurchaseOrderHeader;Table;int;0
column;Status;Purchasing;PurchaseOrderHeader;Table;tinyint;0
column;SubTotal;Purchasing;PurchaseOrderHeader;Table;money;0
column;TaxAmt;Purchasing;PurchaseOrderHeader;Table;money;0
column;TotalDue;Purchasing;PurchaseOrderHeader;Table;money;0
column;VendorID;Purchasing;PurchaseOrderHeader;Table;int;0
column;AverageRate;Sales;CurrencyRate;Table;money;0
column;CurrencyRateDate;Sales;CurrencyRate;Table;datetime;0
column;CurrencyRateID;Sales;CurrencyRate;Table;int;0
column;EndOfDayRate;Sales;CurrencyRate;Table;money;0
column;FromCurrencyCode;Sales;CurrencyRate;Table;nchar;0
column;ModifiedDate;Sales;CurrencyRate;Table;datetime;0
column;ToCurrencyCode;Sales;CurrencyRate;Table;nchar;0
column;AccountNumber;Sales;Customer;Table;varchar;0
column;CustomerID;Sales;Customer;Table;int;0
column;ModifiedDate;Sales;Customer;Table;datetime;0
column;PersonID;Sales;Customer;Table;int;1
column;rowguid;Sales;Customer;Table;uniqueidentifier;0
column;StoreID;Sales;Customer;Table;int;1
column;TerritoryID;Sales;Customer;Table;int;1
column;DepartmentID;HumanResources;Department;Table;smallint;0
column;GroupName;HumanResources;Department;Table;Name: nvarchar;0
column;ModifiedDate;HumanResources;Department;Table;datetime;0
column;Name;HumanResources;Department;Table;Name: nvarchar;0
column;ChangeNumber;Production;Document;Table;int;0
column;Document;Production;Document;Table;varbinary;1
column;DocumentLevel;Production;Document;Table;smallint;1
column;DocumentNode;Production;Document;Table;hierarchyid;0
column;DocumentSummary;Production;Document;Table;nvarchar;1
column;FileExtension;Production;Document;Table;nvarchar;0
column;FileName;Production;Document;Table;nvarchar;0
column;FolderFlag;Production;Document;Table;bit;0
column;ModifiedDate;Production;Document;Table;datetime;0
column;Owner;Production;Document;Table;int;0
column;Revision;Production;Document;Table;nchar;0
column;rowguid;Production;Document;Table;uniqueidentifier;0
column;Status;Production;Document;Table;tinyint;0
column;Title;Production;Document;Table;nvarchar;0
column;CarrierTrackingNumber;Sales;SalesOrderDetail;Table;nvarchar;1
column;LineTotal;Sales;SalesOrderDetail;Table;numeric;0
column;ModifiedDate;Sales;SalesOrderDetail;Table;datetime;0
column;OrderQty;Sales;SalesOrderDetail;Table;smallint;0
column;ProductID;Sales;SalesOrderDetail;Table;int;0
column;rowguid;Sales;SalesOrderDetail;Table;uniqueidentifier;0
column;SalesOrderDetailID;Sales;SalesOrderDetail;Table;int;0
column;SalesOrderID;Sales;SalesOrderDetail;Table;int;0
column;SpecialOfferID;Sales;SalesOrderDetail;Table;int;0
column;UnitPrice;Sales;SalesOrderDetail;Table;money;0
column;UnitPriceDiscount;Sales;SalesOrderDetail;Table;money;0
column;BusinessEntityID;Person;EmailAddress;Table;int;0
column;EmailAddress;Person;EmailAddress;Table;nvarchar;1
column;EmailAddressID;Person;EmailAddress;Table;int;0
column;ModifiedDate;Person;EmailAddress;Table;datetime;0
column;rowguid;Person;EmailAddress;Table;uniqueidentifier;0
column;BirthDate;HumanResources;Employee;Table;date;0
column;BusinessEntityID;HumanResources;Employee;Table;int;0
column;CurrentFlag;HumanResources;Employee;Table;Flag: bit;0
column;Gender;HumanResources;Employee;Table;nchar;0
column;HireDate;HumanResources;Employee;Table;date;0
column;JobTitle;HumanResources;Employee;Table;nvarchar;0
column;LoginID;HumanResources;Employee;Table;nvarchar;0
column;MaritalStatus;HumanResources;Employee;Table;nchar;0
column;ModifiedDate;HumanResources;Employee;Table;datetime;0
column;NationalIDNumber;HumanResources;Employee;Table;nvarchar;0
column;OrganizationLevel;HumanResources;Employee;Table;smallint;1
column;OrganizationNode;HumanResources;Employee;Table;hierarchyid;1
column;rowguid;HumanResources;Employee;Table;uniqueidentifier;0
column;SalariedFlag;HumanResources;Employee;Table;Flag: bit;0
column;SickLeaveHours;HumanResources;Employee;Table;smallint;0
column;VacationHours;HumanResources;Employee;Table;smallint;0
column;AccountNumber;Sales;SalesOrderHeader;Table;AccountNumber: nvarchar;1
column;BillToAddressID;Sales;SalesOrderHeader;Table;int;0
column;Comment;Sales;SalesOrderHeader;Table;nvarchar;1
column;CreditCardApprovalCode;Sales;SalesOrderHeader;Table;varchar;1
column;CreditCardID;Sales;SalesOrderHeader;Table;int;1
column;CurrencyRateID;Sales;SalesOrderHeader;Table;int;1
column;CustomerID;Sales;SalesOrderHeader;Table;int;0
column;DueDate;Sales;SalesOrderHeader;Table;datetime;0
column;Freight;Sales;SalesOrderHeader;Table;money;0
column;ModifiedDate;Sales;SalesOrderHeader;Table;datetime;0
column;OnlineOrderFlag;Sales;SalesOrderHeader;Table;Flag: bit;0
column;OrderDate;Sales;SalesOrderHeader;Table;datetime;0
column;PurchaseOrderNumber;Sales;SalesOrderHeader;Table;OrderNumber: nvarchar;1
column;RevisionNumber;Sales;SalesOrderHeader;Table;tinyint;0
column;rowguid;Sales;SalesOrderHeader;Table;uniqueidentifier;0
column;SalesOrderID;Sales;SalesOrderHeader;Table;int;0
column;SalesOrderNumber;Sales;SalesOrderHeader;Table;nvarchar;0
column;SalesPersonID;Sales;SalesOrderHeader;Table;int;1
column;ShipDate;Sales;SalesOrderHeader;Table;datetime;1
column;ShipMethodID;Sales;SalesOrderHeader;Table;int;0
column;ShipToAddressID;Sales;SalesOrderHeader;Table;int;0
column;Status;Sales;SalesOrderHeader;Table;tinyint;0
column;SubTotal;Sales;SalesOrderHeader;Table;money;0
column;TaxAmt;Sales;SalesOrderHeader;Table;money;0
column;TerritoryID;Sales;SalesOrderHeader;Table;int;1
column;TotalDue;Sales;SalesOrderHeader;Table;money;0
column;BusinessEntityID;HumanResources;EmployeeDepartmentHistory;Table;int;0
column;DepartmentID;HumanResources;EmployeeDepartmentHistory;Table;smallint;0
column;EndDate;HumanResources;EmployeeDepartmentHistory;Table;date;1
column;ModifiedDate;HumanResources;EmployeeDepartmentHistory;Table;datetime;0
